Title,Country,Publication_Year,Long_Lat,Level_1 ,Level_1_Interaction,Level_2,Level_2_Interaction,Study_Treatment,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation,Mean_annual_temperature,Elevation,Plot_sample_size,Sample_number,Plot_size,Study_start_t0,Study_end_tx,Study_duration,Indicators included,Soil_Depth_Increment,MAP,MAT,Mean_annual_evapotranspiration,Mean_annual_precipitation ,Mean_annual_temperature,Elevation ,Plot_sample_size,Sample_number,Plot_size ,Study_start_t0,Study_end_tx,Study_duration ,Indicators included,OC_t0,OC_t0_SD,OC_tx,OC_tx_SD,OM_t0,OM_t0_SD,OM_tx,OM_tx_SD,BD_t0,BD_t0_SD,BD_tx,BD_tx_SD,SOC_stock_t0,SOC_stock_t0_SD,SOC_stock_tx,SOC_stock_tx_SD,SOC_stock_absDelta,SOC_stock_percDelta,SOC_abs_delta_annualized,OC_absDelta,OC_percDelta,OM_absDelta,OM_percDelta,Dominant_Veg,Soil_Texture,Sand,Animal_Category,Animal_Size_Class,Animal_type,Study_quality,Reviewer,Comment ,Comment_2,Outlier
Soil characteristics within vegetation patches are sensitive indicators of savanna rangeland degradation in central Namibia ,Namibia,2024,"17.216667, -21.216667",Grazing management,,Improved grazing methods,Decrease in grazing intensity ,Treatment: Rotational grazing (private lands),10-20,375,20,2450,,,1371,9,3,100,02/2021,05/2021,long term,,10-20,375,20,2450,,,1371,9.00,3,100,02/2021,05/2021,long term,,,,4.2,,,,,,,,1.625,0.055,,,4.4,,,,,,,,,mixed,sandy,91.1,1,1,cattle,Good,Idowu,"jk - reviewed. the soc and oc values were extracted from figures, the BD from a table. Two OC values reported in the text do not align with the figure. treatement SOC stocks are not aligned with those calculated from BD*OC. Control stocks from figure do match calculated stocks.",,0
Soil characteristics within vegetation patches are sensitive indicators of savanna rangeland degradation in central Namibia ,Namibia,2024,"17.216667, -21.216667",Grazing management,,Control,,Control: Continuous extensive grazing (communal lands),0-10,375,20,2450,,,1371,9,3,100,02/2021,05/2021,long term,,0-10,375,20,2450,,,1371,9.00,3,100,02/2021,05/2021,long term,,,,2.1,,,,,,,,1.595,0.055,,,3.5,,,,,,,,,mixed,sandy,87.5,1,1,cattle,Good,Idowu,"jk - reviewed. the soc and oc values were extracted from figures, the BD from a table. Two OC values reported in the text do not align with the figure. treatement SOC stocks are not aligned with those calculated from BD*OC. Control stocks from figure do match calculated stocks.",,0
Soil characteristics within vegetation patches are sensitive indicators of savanna rangeland degradation in central Namibia ,Namibia,2024,"17.216667, -21.216667",Grazing management,,Control,,Control: Continuous extensive grazing (communal lands),10-20,375,20,2450,,,1371,9,3,100,02/2021,05/2021,long term,,10-20,375,20,2450,,,1371,9.00,3,100,02/2021,05/2021,long term,,,,1.9,,,,,,,,1.625,0.045,,,3.1,,,,,,,,,mixed,sandy,87.5,1,1,cattle,Good,Idowu,"jk - reviewed. the soc and oc values were extracted from figures, the BD from a table. Two OC values reported in the text do not align with the figure. treatement SOC stocks are not aligned with those calculated from BD*OC. Control stocks from figure do match calculated stocks.",,0
"Linkages between soil carbon, soil fertility and nitrogen fixation in Acacia senegal plantations of varying age in Sudan",Sudan,2018,"30.48, 13.27",Restoration & Rewilding,,Control,,Control,0-50,318,27.3,,,,560,3,4,2500,,,0,"N, P",0-50,318,27.3,,,,560,3.00,4,2500,,,0,"N, P",,,,,,,,,,,,,9.5,0.51,,,,,,,,,,Woodland/Savanna,,90,1,3,"Seep, Camel",Good,Nathaniel,,,0
"Linkages between soil carbon, soil fertility and nitrogen fixation in Acacia senegal plantations of varying age in Sudan",Sudan,2018,"30.48, 13.27",Restoration & Rewilding,,Re-Planting,,15 year old plantation,0-50,318,27.3,,,,560,3,3,1000,,,180,"N, P",0-50,318,27.3,,,,560,3.00,3,1000,,,180,"N, P",,,,,,,,,,,,,,,10.24,1.43,0.74,7.789473684,,,,,,Woodland/Savanna,,90,1,3,"Seep, Camel",Good,Nathaniel,,,0
"Linkages between soil carbon, soil fertility and nitrogen fixation in Acacia senegal plantations of varying age in Sudan",Sudan,2018,"30.48, 13.27",Restoration & Rewilding,,Re-Planting,,24 year old plantation,0-50,318,27.3,,,,560,3,3,1000,,,288,"N, P",0-50,318,27.3,,,,560,3.00,3,1000,,,288,"N, P",,,,,,,,,,,,,,,12.6,1.22,3.1,32.63157895,,,,,,Woodland/Savanna,,90,1,3,"Seep, Camel",Good,Nathaniel,,,0
"Linkages between soil carbon, soil fertility and nitrogen fixation in Acacia senegal plantations of varying age in Sudan",Sudan,2018,"30.17, 13.32",Restoration & Rewilding,,Re-Planting,,Contol,0-50,318,27.3,,,,570,3,4,900,,,0,"N, P",0-50,318,27.3,,,,570,3.00,4,900,,,0,"N, P",,,,,,,,,,,,,8.67,0.59,,,,,,,,,,Woodland/Savanna,,90,1,3,"Seep, Camel",Good,Nathaniel,,,0
"Linkages between soil carbon, soil fertility and nitrogen fixation in Acacia senegal plantations of varying age in Sudan",Sudan,2018,"30.17, 13.32",Restoration & Rewilding,,Re-Planting,,7 year old plantation,0-50,318,27.3,,,,570,3,3,1000,,,84,"N, P",0-50,318,27.3,,,,570,3.00,3,1000,,,84,"N, P",,,,,,,,,,,,,,,9.82,1.9,1.15,13.26412918,,,,,,Woodland/Savanna,,90,1,3,"Seep, Camel",Good,Nathaniel,,,0
"Linkages between soil carbon, soil fertility and nitrogen fixation in Acacia senegal plantations of varying age in Sudan",Sudan,2018,"30.17, 13.32",Restoration & Rewilding,,Re-Planting,,15 year old plantation,0-50,318,27.3,,,,570,3,3,1000,,,180,"N, P",0-50,318,27.3,,,,570,3.00,3,1000,,,180,"N, P",,,,,,,,,,,,,,,12.16,1.38,3.49,40.25374856,,,,,,Woodland/Savanna,,90,1,3,"Seep, Camel",Good,Nathaniel,,,0
"Linkages between soil carbon, soil fertility and nitrogen fixation in Acacia senegal plantations of varying age in Sudan",Sudan,2018,"30.17, 13.32",Restoration & Rewilding,,Re-Planting,,20 year old plantation,0-50,318,27.3,,,,570,3,3,1000,,,240,"N, P",0-50,318,27.3,,,,570,3.00,3,1000,,,240,"N, P",,,,,,,,,,,,,,,14.22,2.4,5.55,64.01384083,,,,,,Woodland/Savanna,,90,1,3,"Seep, Camel",Good,Nathaniel,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,Restoration & Rewilding,Control,Mowing,control,0-5,694,18.4,,,,844,,,,,,,,0-5,694,18.4,,,,844,,,,,,,,,,,,,,,,,,0.92,0.2,,,17.8,0.1,,,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,Restoration & Rewilding,Control,Mowing,control,5-10,694,18.4,,,,844,,,,,,,,5-10,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.03,0.2,,,15.8,0.3,,,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,Restoration & Rewilding,Control,Mowing,control,10-20,694,18.4,,,,844,,,,,,,,10-20,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.2,0.4,,,14.3,0.3,,,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,Restoration & Rewilding,Control,Mowing,control,20-30,694,18.4,,,,844,,,,,,,,20-30,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.7,0.2,,,13.9,0.2,,,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,,Fire inducement,,burning,0-5,694,18.4,,,,844,,,,,,,,0-5,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.03,0.1,,,17.4,0.1,-0.4,-2.247191011,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,,Fire inducement,,burning,5-10,694,18.4,,,,844,,,,,,,,5-10,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.05,0.02,,,15.1,0.2,-0.7,-4.430379747,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,,Fire inducement,,burning,10-20,694,18.4,,,,844,,,,,,,,10-20,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.1,0.02,,,14,0.2,-0.3,-2.097902098,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Fire management,,Fire inducement,,burning,20-30,694,18.4,,,,844,,,,,,,,20-30,694,18.4,,,,844,,,,,,,,,,,,,,,,,,2.4,0.5,,,13.7,0.2,-0.2,-1.438848921,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Restoration & Rewilding,,Mowing ,,mowing,0-5,694,18.4,,,,844,,,,,,,,0-5,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.15,0.1,,,16.9,0.2,-0.9,-5.056179775,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Restoration & Rewilding,,Mowing ,,mowing,5-10,694,18.4,,,,844,,,,,,,,5-10,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.13,0.2,,,14.9,0.2,-0.9,-5.696202532,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Restoration & Rewilding,,Mowing ,,mowing,10-20,694,18.4,,,,844,,,,,,,,10-20,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.14,0.02,,,14.3,0.1,0,0,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term (64 years) annual burning lessened soil organic carbon and nitrogen content in a humid subtropical grassland,South Africa,2021,"24.4, -30.4",Restoration & Rewilding,,Mowing ,,mowing,20-30,694,18.4,,,,844,,,,,,,,20-30,694,18.4,,,,844,,,,,,,,,,,,,,,,,,1.8,0.1,,,13,0.3,-0.9,-6.474820144,,,,,,C4,Acrisols,20,,,,Good,Raqib,,,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 1,0-20,436,22.5,,,,,8,1,1000,,,168,"pH, texture",0-20,436,22.5,,,,,8.00,1,1000,,,168,"pH, texture",,,8.4,1.2,,,,,,,0.9,,,,14.74,2.07,-3,-16.91093574,,,,,,,Sandy,26.9,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 2,0-20,436,22.5,,,,,6,1,1000,,,180,"pH, texture",0-20,436,22.5,,,,,6.00,1,1000,,,180,"pH, texture",,,7.7,0.1,,,,,,,0.9,,,,13.31,2.92,-3.96,-22.92993631,,,,,,,Sandy,23.2,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 3,0-20,436,22.5,,,,,6,1,1000,,,204,"pH, texture",0-20,436,22.5,,,,,6.00,1,1000,,,204,"pH, texture",,,10.9,0.6,,,,,,,0.7,,,,15.85,2.25,-2.18,-12.09095951,,,,,,,Sandy,28.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 4,0-20,436,22.5,,,,,9,1,1000,,,216,"pH, texture",0-20,436,22.5,,,,,9.00,1,1000,,,216,"pH, texture",,,12.7,4.3,,,,,,,0.8,,,,20.68,4.27,-0.09,-0.4333172845,,,,,,,Sandy,9.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 5,0-20,436,22.5,,,,,17,1,1000,,,240,"pH, texture",0-20,436,22.5,,,,,17.00,1,1000,,,240,"pH, texture",,,9.5,1.1,,,,,,,1,,,,19.73,4.77,1.48,8.109589041,,,,,,,Sandy,25,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 6,0-20,436,22.5,,,,,16,1,1000,,,384,"pH, texture",0-20,436,22.5,,,,,16.00,1,1000,,,384,"pH, texture",,,13.7,3.5,,,,,,,0.8,,,,21.14,2.94,-6.65,-23.92947103,,,,,,,Sandy,18.2,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 7,0-20,436,22.5,,,,,16,1,1000,,,396,"pH, texture",0-20,436,22.5,,,,,16.00,1,1000,,,396,"pH, texture",,,9.9,2.7,,,,,,,1,,,,18.99,6.26,0.36,1.93236715,,,,,,,Sandy,24.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 8,0-20,436,22.5,,,,,8,1,1000,,,408,"pH, texture",0-20,436,22.5,,,,,8.00,1,1000,,,408,"pH, texture",,,16.5,10.8,,,,,,,1.2,,,,39.73,25.35,18.49,87.0527307,,,,,,,Sandy,18.8,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 9,0-20,436,22.5,,,,,8,1,1000,,,432,"pH, texture",0-20,436,22.5,,,,,8.00,1,1000,,,432,"pH, texture",,,11.4,1,,,,,,,0.6,,,,14.64,2.05,-6.5,-30.7473983,,,,,,,Sandy,16.2,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 1,20-50,436,22.5,,,,,8,1,1000,,,168,"pH, texture",20-50,436,22.5,,,,,8.00,1,1000,,,168,"pH, texture",,,7.9,0.5,,,,,,,0.9,,,,21.32,3.84,-6.18,-22.47272727,,,,,,,Sandy,24.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 2,20-50,436,22.5,,,,,6,1,1000,,,180,"pH, texture",20-50,436,22.5,,,,,6.00,1,1000,,,180,"pH, texture",,,8,1.2,,,,,,,1,,,,23.75,4.79,-1.81,-7.081377152,,,,,,,Sandy,25.2,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 3,20-50,436,22.5,,,,,6,1,1000,,,204,"pH, texture",20-50,436,22.5,,,,,6.00,1,1000,,,204,"pH, texture",,,9.3,1.6,,,,,,,0.8,,,,22.52,7.64,-4.07,-15.30650621,,,,,,,Sandy,30.9,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 4,20-50,436,22.5,,,,,9,1,1000,,,216,"pH, texture",20-50,436,22.5,,,,,9.00,1,1000,,,216,"pH, texture",,,10.8,3.3,,,,,,,0.5,,,,14.78,5.22,-1.47,-9.046153846,,,,,,,Sandy,10.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 5,20-50,436,22.5,,,,,17,1,1000,,,240,"pH, texture",20-50,436,22.5,,,,,17.00,1,1000,,,240,"pH, texture",,,9.6,3.3,,,,,,,0.8,,,,20.8,4.4,2.58,14.16026345,,,,,,,Sandy,26.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 6,20-50,436,22.5,,,,,16,1,1000,,,384,"pH, texture",20-50,436,22.5,,,,,16.00,1,1000,,,384,"pH, texture",,,11,3.4,,,,,,,0.8,,,,24.75,5.4,-4.25,-14.65517241,,,,,,,Sandy,15.9,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 7,20-50,436,22.5,,,,,16,1,1000,,,396,"pH, texture",20-50,436,22.5,,,,,16.00,1,1000,,,396,"pH, texture",,,8.7,2.3,,,,,,,1,,,,26.2,7.92,0.27,1.041264944,,,,,,,Sandy,21.4,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 8,20-50,436,22.5,,,,,8,1,1000,,,408,"pH, texture",20-50,436,22.5,,,,,8.00,1,1000,,,408,"pH, texture",,,12.9,5.9,,,,,,,1.1,,,,41.27,15.36,13.19,46.97293447,,,,,,,Sandy,19.4,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Improved grazing methods,,Treatment: restricted seasonal grazing exclosure - site 9,20-50,436,22.5,,,,,8,1,1000,,,432,"pH, texture",20-50,436,22.5,,,,,8.00,1,1000,,,432,"pH, texture",,,9.2,0.7,,,,,,,0.7,,,,18.92,5.4,1.32,7.5,,,,,,,Sandy,17,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 1,0-20,436,22.5,,,,,8,1,1000,,,168,"pH, texture",0-20,436,22.5,,,,,8.00,1,1000,,,168,"pH, texture",,,11.2,2.6,,,,,,,0.8,,,,17.74,5.23,,,,,,,,,Sandy,25.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 2,0-20,436,22.5,,,,,6,1,1000,,,180,"pH, texture",0-20,436,22.5,,,,,6.00,1,1000,,,180,"pH, texture",,,8.7,1.8,,,,,,,1,,,,17.27,3.74,,,,,,,,,Sandy,21.8,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 3,0-20,436,22.5,,,,,6,1,1000,,,204,"pH, texture",0-20,436,22.5,,,,,6.00,1,1000,,,204,"pH, texture",,,11.7,3,,,,,,,0.8,,,,18.03,2.42,,,,,,,,,Sandy,23.4,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 4,0-20,436,22.5,,,,,9,1,1000,,,216,"pH, texture",0-20,436,22.5,,,,,9.00,1,1000,,,216,"pH, texture",,,11.5,3.4,,,,,,,0.9,,,,20.77,5.12,,,,,,,,,Sandy,6,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 5,0-20,436,22.5,,,,,17,1,1000,,,240,"pH, texture",0-20,436,22.5,,,,,17.00,1,1000,,,240,"pH, texture",,,10.8,2.4,,,,,,,0.9,,,,18.25,4.62,,,,,,,,,Sandy,17.5,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 6,0-20,436,22.5,,,,,16,1,1000,,,384,"pH, texture",0-20,436,22.5,,,,,16.00,1,1000,,,384,"pH, texture",,,13.5,8.4,,,,,,,1,,,,27.79,17.49,,,,,,,,,Sandy,10.3,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 7,0-20,436,22.5,,,,,16,1,1000,,,396,"pH, texture",0-20,436,22.5,,,,,16.00,1,1000,,,396,"pH, texture",,,8.9,3.2,,,,,,,1,,,,18.63,8.87,,,,,,,,,Sandy,26.1,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 8,0-20,436,22.5,,,,,8,1,1000,,,408,"pH, texture",0-20,436,22.5,,,,,8.00,1,1000,,,408,"pH, texture",,,11,4.7,,,,,,,1,,,,21.24,9.42,,,,,,,,,Sandy,18.6,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 9,0-20,436,22.5,,,,,8,1,1000,,,432,"pH, texture",0-20,436,22.5,,,,,8.00,1,1000,,,432,"pH, texture",,,11.8,7.4,,,,,,,0.9,,,,21.14,13.24,,,,,,,,,Sandy,20.8,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
Long-term livestock exclosure did not affect soil carbon in southern Ethiopian rangelands,Ethiopia,2017,"38.333333, 4.783333",Grazing management,,Control,,Control: continuous extensive grazing - site 1,20-50,436,22.5,,,,,8,1,1000,,,168,"pH, texture",20-50,436,22.5,,,,,8.00,1,1000,,,168,"pH, texture",,,11.6,6,,,,,,,0.8,,,,27.5,14.28,,,,,,,,,Sandy,26.3,1,3,"Cattle, goat, sheep, camel",Good,Idowu,jk - reviewed; authors note results are non-significant; I'm suspicious of the sand% values (either the soils aren't sandy or the clay/sand values are flipped in the table),,0
