,basic_info-date,basic_info-organisation_name,basic_info-organisation_other,geography-state_name,geography-region_name,geography-district_name,geography-community_name,plot_details-photo,plot_details-polygon,land_use_selection-project_name,land_use_selection-land_use,land_use_selection-intervention,halfmoons-halfmoon_details-halfmoon_type,halfmoons-halfmoon_details-date,halfmoons-halfmoon_details-total_halfmoons,halfmoons-halfmoon_details-size,halfmoons-halfmoon_details-length_decimal,halfmoons-halfmoon_details-width_decimal,halfmoons-halfmoon_details-depth_decimal,halfmoons-halfmoon_details_2-type_halfmoons,halfmoons-halfmoon_details_2-average_space,halfmoons-halfmoon_details_2-vertical_space,halfmoons-halfmoon_details_2-horizontal_space,halfmoons-halfmoon_details_2-manages,halfmoons-halfmoon_details_2-youth_manages,halfmoons-halfmoon_details_2-paid_unpaid_labor,swales-swales_details-type,swales-swales_details-date,swales-swales_details-total,swales-swales_details-average_size,swales-swales_details-length,swales-swales_details-width,swales-swales_details-depth,swales-swales_details-manages,swales-swales_details-youth_manages,swales-swales_details-paid_unpaid_labor,bunds-bunds_details-type,bunds-bunds_details-date,bunds-bunds_details-total,bunds-bunds_details-average_size,bunds-bunds_details-length,bunds-bunds_details-width,bunds-bunds_details-depth,bunds-bunds_details-manages,bunds-bunds_details-youth_manages,bunds-bunds_details-paid_unpaid_labor,terracing-terrace_details-type,terracing-terrace_details-date,terracing-terrace_details-total,terracing-terrace_details-average_size,terracing-terrace_details-length,terracing-terrace_details-width,terracing-terrace_details-depth,terracing-terrace_details-manages,terracing-terrace_details-youth_manages,terracing-terrace_details-paid_unpaid_labor,contour-contour_details-type,contour-contour_details-date,contour-contour_details-total,contour-contour_details-average_size,contour-contour_details-length,contour-contour_details-width,contour-contour_details-depth,contour-contour_details-manages,contour-contour_details-youth_manages,contour-contour_details-paid_unpaid_labor,keylines-keyline_details-type,keylines-keyline_details-date,keylines-keyline_details-total,keylines-keyline_details-average_size,keylines-keyline_details-length,keylines-keyline_details-width,keylines-keyline_details-depth,keylines-keyline_details-manages,keylines-keyline_details-youth_manages,keylines-keyline_details-paid_unpaid_labor,rock_dams-type,rock_dams-date,rock_dams-total,rock_dams-average_size,rock_dams-length,rock_dams-width,rock_dams-depth,rock_dams-manages,rock_dams-youth_manages,rock_dams-paid_unpaid_labor,rock_dams-trees_dams-planted_choice7,rock_dams-trees_dams-num_tree_species,rock_dams-trees_dams-num_trees_planted,rock_dams-trees_dams-num_tree_survived,rock_dams-trees_dams-dams_trees_species,rock_dams-trees_dams-other_dams_trees,rock_dams-grass_dams-num_grass_species,rock_dams-grass_dams-kg_grass_seeds,rock_dams-grass_dams-dams_grass_species,rock_dams-grass_dams-other_dams_grass,rock_dams-managements_dams-additional_management7,rock_dams-managements_dams-management_practices,rock_dams-managements_dams-crops_present7,rock_dams-managements_dams-crops_in_field7,rock_dams-managements_dams-other_crops,rock_dams-managements_dams-agricultural_field_state,rock_dams-gps-Latitude,rock_dams-gps-Longitude,rock_dams-gps-Altitude,rock_dams-gps-Accuracy,rock_dams-photo,plugging-plug_details-type,plugging-plug_details-date,plugging-plug_details-total,plugging-plug_details-average_size,plugging-plug_details-length,plugging-plug_details-width,plugging-plug_details-depth,plugging-plug_details-manages,plugging-plug_details-youth_manages,plugging-plug_details-paid_unpaid_labor,gabions-gabions_details-type,gabions-gabions_details-date,gabions-gabions_details-total,gabions-gabions_details-average_size,gabions-gabions_details-length,gabions-gabions_details-width,gabions-gabions_details-depth,gabions-gabions_details-manages,gabions-gabions_details-youth_manages,gabions-gabions_details-paid_unpaid_labor,basins-basin_details-type,basins-basin_details-date,basins-basin_details-total,basins-basin_details-average_size,basins-basin_details-length,basins-basin_details-width,basins-basin_details-depth,basins-basin_details-average_space,basins-basin_details-vertical_space,basins-basin_details-horizontal_space,basins-basin_details-manages,basins-basin_details-youth_manages,basins-basin_details-paid_unpaid_labor,invasive_removal-removal_date,invasive_removal-invasive_species,invasive_removal-other_invasive_species,invasive_removal-severity,invasive_removal-removal_methods,invasive_removal-removal_frequency,invasive_removal-tree_species,invasive_removal-other_basins_trees,invasive_removal-grass_species,invasive_removal-other_basins_grass,waterpoints-wp_ownership,waterpoints-wp_type,waterpoints-wp_depth,waterpoints-wp_avg_distance,waterpoints-wp_availability,waterpoints-wp_contami_sources,waterpoints-wp_protection,waterpoints-wp_usage,waterpoints-wp_condition,waterpoints-wp_facilities,waterpoints-gps-Latitude,waterpoints-gps-Longitude,waterpoints-gps-Altitude,waterpoints-gps-Accuracy,waterpoints-photo,geometry,area_m2,area_ha,basic_info-name
80,18/01/2025,concern,,southwest.,lower_shebelle,wanla-weyn,murugeey,1737184576079.jpg,2.6642917338898333 44.794008024036884 0.0 0.0; 2.664311158884645 44.79392923414707 0.0 0.0; 2.6642672851890175 44.79391850531101 0.0 0.0; 2.6642414968328447 44.79397114366293 0.0 0.0; 2.6642917338898333 44.794008024036884 0.0 0.0,brcis3,communal_land,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,2.0,less_than_100m,dry_season,not_known,fenced,drinking,non-functional,none,2.6593699,44.8296734,55.7,3.75,1737184838928.jpg,"POLYGON ((44.79401 2.664292, 44.79393 2.664311, 44.79392 2.664267, 44.79397 2.664241, 44.79401 2.664292))",44.88083885,0.004488084,Yusuf Mahi munye
81,17/01/2025,concern,,southwest.,lower_shebelle,wanla-weyn,balow,1737101234089.jpg,2.6292233 44.8378133 0.0 0.0; 2.62918993490947 44.83784068375826 0.0 0.0; 2.6292234272281814 44.837878569960594 0.0 0.0; 2.6292652926252886 44.83785208314657 0.0 0.0; 2.6292233 44.8378133 0.0 0.0,brcis3,communal_land,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private/individual,well,75.0,2000_to_5000m,dry_season,latrines,fenced,drinking,funtional,pump generator solar_panels,2.6292223,44.8378185,51.4,4.8,1737101412570.jpg,"POLYGON ((44.83781 2.629223, 44.83784 2.62919, 44.83788 2.629223, 44.83785 2.629265, 44.83781 2.629223))",32.2782048,0.00322782,Yusuf Mahi munye
82,17/01/2025,concern,,southwest.,lower_shebelle,wanla-weyn,masiirey,1737098736804.jpg,2.6838833 44.8642117 0.0 0.0; 2.683831783747928 44.8642198741436 0.0 0.0; 2.6838565669671954 44.864292964339256 0.0 0.0; 2.6839346006137776 44.86427787691355 0.0 0.0; 2.6838833 44.8642117 0.0 0.0,brcis3,communal_land,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,private/individual,well,69.0,2000_to_5000m,dry_season,latrines,fenced,drinking,funtional,pump solar_panels generator,2.6839153,44.8644856,53.8,3.4,1737099225023.jpg,"POLYGON ((44.86421 2.683883, 44.86422 2.683832, 44.86429 2.683857, 44.86428 2.683935, 44.86421 2.683883))",60.2500639,0.006025006,Yusuf Mahi munye
83,16/01/2025,nrc,,galmudug.,galgaduud.,dhuusamareeb,guri_ceel,1737012177292.jpg,5.2955384 45.8180659 309.35150146484375 4.924; 5.2955387 45.8182138 250.90594482421875 15.613; 5.298169 45.8180403 308.1160888671875 7.354; 5.2981338 45.817592 312.88177490234375 4208.155; 5.2955384 45.8180659 309.35150146484375 4.924,brcis3,agriculture,halfmoons swales soil_bunds contour_planting water_points,existing,3/3/2024,200.0,,5.0,2.5,40.0,demi_lunes,,5.0,2.5,male,no,paid,both,3/3/2024,2.0,,500.0,3.0,60.0,male,no,paid,existing,3/3/2024,12.0,,27.0,1.0,30.0,male,no,paid,,,,,,,,,,,existing,4/3/2024,12.0,,251.0,1.0,30.0,male,no,unpaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,borehole,130.0,100m_to_500m,all_year,none,fenced,agriculture,funtional,pump generator solar_panels,5.2958735,45.8176449,304.3325195,4.767,1737017069027.jpg,"POLYGON ((45.81807 5.295538, 45.81821 5.295539, 45.81804 5.298169, 45.81759 5.298134, 45.81807 5.295538))",9520.523183,0.952052318,Moulid Abdullahi Abdi
84,15/01/2025,nrc,,galmudug.,galgaduud.,dhuusamareeb,dabare,1736927873926.jpg,5.0790001 45.9596983 231.3419189453125 3.79; 5.0815032 45.9600711 229.4388427734375 4.683; 5.0814627 45.9581657 236.07550048828125 3.79; 5.0786637 45.9584188 235.123291015625 4.942; 5.0790001 45.9596983 231.3419189453125 3.79,brcis3,rangeland,halfmoons water_points,new,15/12/2024,2400.0,,5.0,2.5,25.0,demi_lunes,,5.0,2.5,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,borehole,105.0,100m_to_500m,all_year,none,well_covered,drinking,funtional,pump generator solar_panels,5.0798304,45.9584812,233.4841309,3.79,1736930575895.jpg,"POLYGON ((45.9597 5.079, 45.96007 5.081503, 45.95817 5.081463, 45.95842 5.078664, 45.9597 5.079))",51547.13322,5.154713322,Moulid Abdullahi Abdi
85,14/01/2025,kaalo,,puntland,mudug.,galkacyo.,gacmo fale,1736845926906.jpg,7.0074261 47.8082031 257.0 3.207; 7.0087121 47.8076322 262.0 3.471; 7.0075486 47.8056746 266.0 3.706; 7.0074261 47.8082031 257.0 3.207,brcis3,rangeland,halfmoons,new,2/11/2024,286.0,,5.0,2.0,0.3,boomerangs,,2.0,1.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.8082 7.007426, 47.80763 7.008712, 47.80567 7.007549, 47.8082 7.007426))",19450.28344,1.945028344,Abdijalil said
86,14/01/2025,concern,,jubaland.,gedo,belet hawa,lebi dhaxwey,1736842839096.jpg,3.9889947 41.9591883 181.9 1.416;3.9882106 41.9587246 177.5 1.75;3.9885283 41.9577649 173.7 1.683;3.9895117 41.9578967 174.9 12.3;3.9890465 41.959163 174.4 2.2;3.9889947 41.9591883 181.9 1.416,brcis3,agriculture,soil_bunds,,,,,,,,,,,,,,,,,,,,,,,,,new,8/9/2024,15.0,,2.0,2.0,1.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((41.95919 3.988995, 41.95872 3.988211, 41.95776 3.988528, 41.9579 3.989512, 41.95916 3.989047, 41.95919 3.988995))",14090.99061,1.409099061,Fathi
87,14/01/2025,concern,,jubaland.,gedo,belet hawa,lebi dhaxwey,1736840124624.jpg,3.9775719 41.9608038 184.0 6.5;3.9776211 41.9611018 196.0 8.78;3.977217 41.9612196 187.0 6.502;3.9771021 41.9612441 191.0 5.031;3.9770634 41.9608864 186.0 18.752;3.977509 41.9607954 188.0 6.194;3.9775719 41.9608038 184.0 6.5,brcis3,rangeland,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,2.0,100m_to_500m,wet_season,none,none,drinking,non-functional,none,3.977497,41.9608486,179.0,4.8,1736840450045.jpg,"POLYGON ((41.9608 3.977572, 41.9611 3.977621, 41.96122 3.977217, 41.96124 3.977102, 41.96089 3.977063, 41.9608 3.977509, 41.9608 3.977572))",2183.484065,0.218348407,Abdikheir Mohamed
88,13/01/2025,kaalo,,puntland,mudug.,galkacyo.,afariridod,1736758825223.jpg,6.9996269 47.3692764 307.0 3.0;6.9990168 47.3678921 307.0 3.666;6.9979054 47.3682531 308.0 3.0;6.9979017 47.3682437 308.0 2.0;6.9979017 47.3682436 308.0 2.0;6.9996269 47.3692764 307.0 3.0,brcis3,rangeland,halfmoons,new,25/11/2024,125.0,,5.0,2.0,0.4,boomerangs,,1.0,2.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.36928 6.999627, 47.36789 6.999017, 47.36825 6.997905, 47.36824 6.997902, 47.36824 6.997902, 47.36928 6.999627))",10699.32499,1.069932499,Abdijalil
89,13/01/2025,kaalo,,puntland,mudug.,galkacyo.,afariridod,1736757534133.jpg,6.9979742 47.3751837 310.0 6.75; 6.9987352 47.3749507 303.0 3.341; 6.9986176 47.374653 305.0 3.495; 6.9979742 47.3751837 310.0 6.75,brcis3,rangeland,gabions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,new,25/12/2024,50.0,,2.0,1.0,1.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.37518 6.997974, 47.37495 6.998735, 47.37465 6.998618, 47.37518 6.997974))",1559.305919,0.155930592,Abdijalil said
90,13/01/2025,kaalo,,puntland,mudug.,galkacyo.,bayra,1736750941649.heic,6.9377364 47.3220737 290.0 2.5; 6.9379262 47.3200637 289.0 3.877; 6.9425765 47.3195255 291.0 3.383; 6.9425708 47.3195226 291.0 2.25; 6.9429247 47.3209133 291.0 3.896; 6.9377364 47.3220737 290.0 2.5,brcis3,rangeland,halfmoons,both,28/10/2024,262.0,,12.0,6.0,0.4,boomerangs,,2.0,5.0,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((47.32207 6.937736, 47.32006 6.937926, 47.31953 6.942577, 47.31952 6.942571, 47.32091 6.942925, 47.32207 6.937736))",102704.6453,10.27046453,Abdijalil said
91,13/01/2025,concern,,jubaland.,gedo,belet hawa,carabo,1736756546268.jpg,3.9521014 41.9263937 185.0 9.0; 3.9526655 41.9264721 183.0 3.542; 3.9529149 41.9261809 184.0 7.291; 3.9524291 41.9260119 180.0 5.437; 3.9521014 41.9263937 185.0 9.0,brcis3,rangeland,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,3.0,1000_to_2000m,wet_season,none,fenced,drinking,non-functional,none,3.952207,41.9263679,184.0,4.8,1736756903578.jpg,"POLYGON ((41.92639 3.952101, 41.92647 3.952666, 41.92618 3.952915, 41.92601 3.952429, 41.92639 3.952101))",2604.771636,0.260477164,Abdikheir Mohamed
92,13/01/2025,concern,,jubaland.,gedo,belet hawa,carabo,1736752549412.jpg,3.940094 41.9226088 181.6 1.7;3.9400892 41.922948 186.0 3.075;3.9386692 41.9232886 186.8 5.104;3.9385092 41.9228767 186.8 8.292;3.9400676 41.9225361 186.5 2.8;3.9401162 41.9226143 186.20000000000002 1.4;3.940094 41.9226088 181.6 1.7,brcis3,agriculture,soil_bunds,,,,,,,,,,,,,,,,,,,,,,,,,new,10/9/2024,20.0,,2.0,2.0,1.0,both,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((41.92261 3.940094, 41.92295 3.940089, 41.92329 3.938669, 41.92288 3.938509, 41.92254 3.940068, 41.92261 3.940116, 41.92261 3.940094))",7943.567558,0.794356756,Fathi Abdirashid
93,12/1/2025,acf,,southwest,bakool,hudur,gaabaney,1736668317481.jpg,4.1340896 43.8969761 469.09999999999997 1.666; 4.1342812 43.8968655 468.09999999999997 3.0; 4.1343819 43.8968899 467.7 2.514; 4.1345188 43.8968706 469.3 3.0; 4.134745 43.8976933 467.8 3.0; 4.1341608 43.8977061 466.59999999999997 3.0; 4.134216 43.8973334 466.7 3.024; 4.1341843 43.8972145 466.3 3.0; 4.1340749 43.8969889 467.0 3.212; 4.1340831 43.8969833 466.2 3.0; 4.1340896 43.8969761 469.09999999999997 1.666,brcis3,agriculture,halfmoons swales,new,16/09/2024,34.0,,4.0,2.0,20.0,demi_lunes,,18.0,3.0,male,no,paid,new,17/09/2024,4.0,,65.0,0.4,0.5,male,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.89698 4.13409, 43.89687 4.134281, 43.89689 4.134382, 43.89687 4.134519, 43.89769 4.134745, 43.89771 4.134161, 43.89733 4.134216, 43.89721 4.134184, 43.89699 4.134075, 43.89698 4.134083, 43.89698 4.13409))",4660.750775,0.466075078,Muktar Mohamednoor Rage
94,28/02/2025,acf,,southwest,bakool,rab dhure,ato,1741170901218.jpg,4.6377401 43.3781383 376.0 1.3; 4.6383086 43.3785518 375.7 1.433; 4.6385259 43.3770692 375.59999999999997 1.466; 4.637521 43.3765875 377.1 1.433; 4.6373245 43.3778004 374.40000000000003 1.4; 4.6376993 43.3781231 376.40000000000003 1.5; 4.6377401 43.3781383 376.0 1.3,brcis3,communal_land,halfmoons swales,new,28/02/2025,1890.0,,3.0,1.5,0.2,demi_lunes,,6.0,3.0,both,yes,unpaid,new,28/02/2025,7.0,,100.0,0.6,0.2,both,yes,unpaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"POLYGON ((43.37814 4.63774, 43.37855 4.638309, 43.37707 4.638526, 43.37659 4.637521, 43.3778 4.637325, 43.37812 4.637699, 43.37814 4.63774))",18148.01796,1.814801796,Zakariye haji ali
95,27/12/2024,acf,,southwest,bakool,rab dhure,dhuuray,1736568888717.jpg,4.2776992 42.9088313 267.0 2.6; 4.2777442 42.9081516 269.5 1.371; 4.2771129 42.9080836 267.6 1.4; 4.2773018 42.9088917 270.0 1.4; 4.2776992 42.9088313 267.0 2.6,brcis3,rangeland,halfmoons swales water_points,new,27/12/2024,1890.0,,3.0,1.5,0.2,demi_lunes,,6.0,3.0,both,yes,unpaid,new,21/12/2024,7.0,,100.0,0.6,0.2,both,yes,unpaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,well,14.0,500m_to_1000m,all_year,none,well_covered,drinking,non-functional,pump solar_panels,4.2760966,42.9188814,252.0,3.55,1736590424968.jpg,"POLYGON ((42.90883 4.277699, 42.90815 4.277744, 42.90808 4.277113, 42.90889 4.277302, 42.90883 4.277699))",4696.31438,0.469631438,Abdullahi Hassan Adan
96,11/1/2025,acf,,southwest,bakool,rab dhure,yeed,1736577403096.jpg,4.5543265 43.0408007 315.0 9.75; 4.5541182 43.0410511 330.0 3.721; 4.5553718 43.0420991 335.0 6.5; 4.5564881 43.0429455 336.0 6.5; 4.5566663 43.0429117 334.0 2.0; 4.5581915 43.0414944 336.0 3.482; 4.5579581 43.0399127 322.0 13.5; 4.5577847 43.0396011 334.0 4.609; 4.5558369 43.0376242 327.0 3.909; 4.5539581 43.0368002 327.0 3.914; 4.5542526 43.0387525 342.0 16.5; 4.5543219 43.0391122 323.0 3.38; 4.5543265 43.0408007 315.0 9.75,brcis3,rangeland,halfmoons swales water_points,new,12/9/2024,2100.0,,3.0,1.5,0.2,demi_lunes,,6.0,3.0,both,yes,unpaid,new,21/09/2024,12.0,,100.0,0.6,0.2,both,yes,unpaid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,rain_water_harvesting,2.0,2000_to_5000m,dry_season,none,fenced,drinking,funtional,none,4.5559596,43.0408755,334.0,5.0,1736581129705.jpg,"POLYGON ((43.0408 4.554327, 43.04105 4.554118, 43.0421 4.555372, 43.04295 4.556488, 43.04291 4.556666, 43.04149 4.558192, 43.03991 4.557958, 43.0396 4.557785, 43.03762 4.555837, 43.0368 4.553958, 43.03875 4.554253, 43.03911 4.554322, 43.0408 4.554327))",191144.4513,19.11444513,Abdullahi Hassan Adan
97,31/03/2025,acf,,southwest,bakool,waajid,waajid,1743404011357.jpg,3.8032662 43.2599455 354.9967041015625 4.422; 3.8032873 43.2599473 353.01190185546875 4.054; 3.80329 43.2599451 353.01190185546875 3.893; 3.8032838 43.259928 352.6593017578125 5.314; 3.8032662 43.2599455 354.9967041015625 4.422,brcis3,rangeland,halfmoons swales soil_bunds water_points,new,29/03/2025,1050.0,,3.0,1.5,0.2,demi_lunes,,1.0,2.0,both,no,paid,new,29/03/2025,2.0,,100.0,2.0,1.5,both,no,paid,new,29/03/2025,0.0,,0.0,0.0,0.0,male,no,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,well,12.0,100m_to_500m,all_year,none,fenced,livestock,funtional,solar_panels pump,3.8041133,43.2599293,345.4754639,4.935,1743692352912.jpg,"POLYGON ((43.25995 3.803266, 43.25995 3.803287, 43.25995 3.80329, 43.25993 3.803284, 43.25995 3.803266))",2.9478381,0.000294784,Abdi Hassan Adan
98,12/31/2024,acf,,southwest,bakool,waajid,waajid,1756721360013.jpg,3.8178631 43.2402417 350.9000244140625 9.051;3.8179084 43.2403838 350.9000244140625 7.568;3.8177949 43.2406823 350.9000244140625 6.336;3.8175087 43.2406589 350.9000244140625 8.315;3.8178631 43.2402417 350.9000244140625 9.051,brcis3,rangeland,halfmoons swales water_points,new,12/31/2024,1050.0,,3.0,1.5,0.2,boomerangs,,6.0,3.0,both,yes,paid,new,12/31/2024,7.0,,100.0,0.6,0.2,both,yes,paid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,well,11.0,less_than_100m,all_year,none,fenced well_covered other,drinking,funtional,pump solar_panels,3.8175142,43.249114,365.1175537,4.425,1756723056591.jpg,"POLYGON ((43.24024 3.817863, 43.24038 3.817908, 43.24068 3.817795, 43.24066 3.817509, 43.24024 3.817863))",961.2271827,0.096122718,Issack Idow Ibrahim
99,9/2/2025,concern,,southwest.,lower_shebelle,afgoye,shanta barako,1756888896396.jpg,2.2287989572624523 45.21729715168476 0.0 0.0;2.229204669440512 45.2178805321455 0.0 0.0;2.2279717865052135 45.218293592333794 0.0 0.0;2.227591200694939 45.21704401820898 0.0 0.0;2.2287989572624523 45.21729715168476 0.0 0.0,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,river/stream,12.0,less_than_100m,dry_season,none,none,agriculture,funtional,generator,2.2288983,45.21707,94.4,2.1,1756891026322.jpg,"POLYGON ((45.2173 2.228799, 45.21788 2.229205, 45.21829 2.227972, 45.21704 2.227591, 45.2173 2.228799))",14099.13614,1.409913614,Osman Ebey Omar
100,9/2/2025,concern,,southwest.,lower_shebelle,afgoye,buulo-madiina,1756888144450.jpg,2.2312265282141825 45.21688476204872 0.0 0.0; 2.231850338926816 45.21703094244003 0.0 0.0; 2.2309531502889475 45.219648107886314 0.0 0.0; 2.230260659655347 45.21936312317848 0.0 0.0; 2.2312265282141825 45.21688476204872 0.0 0.0,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,river/stream,12.0,100m_to_500m,dry_season,none,none,agriculture,funtional,generator,2.2296,45.2169583,88.5,4.1,1756888361399.jpg,"POLYGON ((45.21688 2.231227, 45.21703 2.23185, 45.21965 2.230953, 45.21936 2.230261, 45.21688 2.231227))",23143.11082,2.314311082,Osman Ebey Omar
101,9/2/2025,concern,,southwest.,lower_shebelle,afgoye,bulo khalif 2,1756887420183.jpg,2.211131775607402 45.19862998276949 0.0 0.0; 2.2118494021828297 45.198380537331104 0.0 0.0; 2.2119113820528353 45.19869100302458 0.0 0.0; 2.2112202225990374 45.19896190613508 0.0 0.0; 2.211131775607402 45.19862998276949 0.0 0.0,brcis3,agriculture,water_points,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,communal/village,river/stream,12.0,100m_to_500m,dry_season,none,none,agriculture,funtional,generator,2.2115033,45.19992,102.8,2.6,1756804725104.jpg,"POLYGON ((45.19863 2.211132, 45.19838 2.211849, 45.19869 2.211911, 45.19896 2.21122, 45.19863 2.211132))",3010.830536,0.301083054,osman Ebey Omar
